Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Company Name,Country,IFC Country Code,Sector,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
05/02/2022,DFP Credicorp,Summary of Investment Information (AIP Policy 2012),46081,https://disclosures.ifc.org/project-detail/SII/46081/dfp-credicorp,,CREDICORP CAPITAL COLOMBIA SA,Colombia,CLM,Funds,FI-2,Regional Industry - FIG LAC,Pending,06/13/2022,,,,,,,,,CO,"July 06, 2022 03:15 AM"
05/02/2022,Orizon Waste,Summary of Investment Information (AIP Policy 2012),45669,https://disclosures.ifc.org/project-detail/SII/45669/orizon-waste,,ORIZON VALORIZACAO DE RESIDUOS SA,Brazil,BRA,other,B,CN1S7 - Regional Industry - INF LAC/Infrastructure - LAC,Pending,06/14/2022,06/14/2022,,,,,27.35,,27.35,BR,"July 06, 2022 03:15 AM"
05/02/2022,DCM REGIO Fund,Summary of Investment Information (AIP Policy 2012),41511,https://disclosures.ifc.org/project-detail/SII/41511/dcm-regio-fund,Equity,HSBC REAL ECONOMY GREEN INVESTMENT OPPORTUNITY GEM BOND FUND SCSP,World Region,WLD,Funds,FI-1,"CFGCM - Global Industry, Financial Markets/Capital Markets - FIG",Active,04/08/2019,05/02/2019,06/28/2019,05/25/2020,,,,100,100,99,"July 06, 2022 03:15 AM"
04/30/2022,Seacom Debt,Summary of Investment Information (AIP Policy 2012),46239,https://disclosures.ifc.org/project-detail/SII/46239/seacom-debt,,SEACOM CAPITAL LTD,Africa Region,AFR,other,B,Regional Industry - INF Africa,Pending,06/15/2022,06/15/2022,,,5,,100,,105,3A,"July 06, 2022 03:15 AM"
04/30/2022,Avacare Global ,Summary of Investment Information (AIP Policy 2012),45947,https://disclosures.ifc.org/project-detail/SII/45947/avacare-global-,,AVACARE GLOBAL,Africa Region,AFR,other,B,Regional Industry - MAS Africa,Pending,06/10/2022,06/10/2022,06/13/2022,,,,20,28.6,48.6,3A,"July 06, 2022 03:15 AM"
04/29/2022,Diamond Cement Guinea SA,Summary of Investment Information (AIP Policy 2012),43862,https://disclosures.ifc.org/project-detail/SII/43862/diamond-cement-guinea-sa,,DIAMOND CEMENT GUINEA SA,Guinea,GUI,Manufacturing,A,Regional Industry - MAS Africa,Pending,06/29/2022,,,,,,,,,GN,"July 06, 2022 03:15 AM"
04/28/2022,Imperial DTMC,Summary of Investment Information (AIP Policy 2012),45677,https://disclosures.ifc.org/project-detail/SII/45677/imperial-dtmc,,IMPERIAL LOGISTICS LIMITED,Africa Region,AFR,other,B,Regional Industry - MAS Africa,Pending,05/31/2022,,,,,,,,,3A,"July 06, 2022 03:15 AM"
04/28/2022,Mibanco BOW,Summary of Investment Information (AIP Policy 2012),46162,https://disclosures.ifc.org/project-detail/SII/46162/mibanco-bow,Loan,Mibanco - Banco de la Micro Empresa S.A.,Peru,PER,Financial Institutions,FI-3,Regional Industry - FIG LAC,Pending,05/31/2022,05/31/2022,06/29/2022,,,,100,,100,PE,"July 06, 2022 03:15 AM"
04/28/2022,LMI Holdings Ltd,Summary of Investment Information (AIP Policy 2012),43407,https://disclosures.ifc.org/project-detail/SII/43407/lmi-holdings-ltd,,ENCLAVE POWER COMPANY LIMITED,Ghana,GHA,other,B,Regional Industry - MAS Africa,Pending,06/23/2022,06/16/2022,06/29/2022,,,,30,,30,GH,"July 06, 2022 03:15 AM"
04/27/2022,NMB GB,Summary of Investment Information (AIP Policy 2012),46156,https://disclosures.ifc.org/project-detail/SII/46156/nmb-gb,Loan,NMB BANK PLC,Tanzania,TAN,Financial Institutions,FI-2,Regional Industry - FIG Africa,Active,04/04/2022,04/04/2022,04/04/2022,04/12/2022,,,10,,10,,"July 06, 2022 03:15 AM"
04/27/2022,Aadhar Debt,Summary of Investment Information (AIP Policy 2012),46197,https://disclosures.ifc.org/project-detail/SII/46197/aadhar-debt,,AADHAR HOUSING FINANCE LIMITED,India,IND,Financial Institutions,FI-3,Regional Industry - FIG Asia & Pac,Pending,05/30/2022,06/06/2022,06/29/2022,,,,90.37,,90.37,IN,"July 06, 2022 03:15 AM"
04/27/2022,Anglo SDG Loan,Summary of Investment Information (AIP Policy 2012),43403,https://disclosures.ifc.org/project-detail/SII/43403/anglo-sdg-loan,Loan,ANGLO AMERICAN CAPITAL PLC,South Africa,SOU,"Oil, Gas, and Mining",B,Gbl Infrastructure & Natural Resources,Active,05/27/2022,05/27/2022,06/08/2022,06/17/2022,,,100,,100,ZA,"July 06, 2022 03:15 AM"
04/27/2022,Bauducco COVID,Summary of Investment Information (AIP Policy 2012),44358,https://disclosures.ifc.org/project-detail/SII/44358/bauducco-covid,,Pandurata Alimentos Ltda.,Brazil,BRA,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Pending,05/27/2022,06/03/2022,06/28/2022,,,,20,,20,BR,"July 06, 2022 03:15 AM"
04/26/2022,DCM Dimex ABL,Summary of Investment Information (AIP Policy 2012),45765,https://disclosures.ifc.org/project-detail/SII/45765/dcm-dimex-abl,,"DIMEX CAPITAL, S.A. DE C.V., SOFOM ENR.",Mexico,MXC,Financial Institutions,FI-3,CF1S7 - Regional Industry - FIG LAC/FIG Inv Ops - CLA,Hold,05/27/2022,,,,,,,,,MX,"July 06, 2022 03:15 AM"
04/25/2022,India BEF IV,Summary of Investment Information (AIP Policy 2012),46436,https://disclosures.ifc.org/project-detail/SII/46436/india-bef-iv,,INDIA BUSINESS EXCELLENCE FUND IV G,India,IND,Funds,FI-2,Disruptive Technologies and Funds,Pending,05/31/2022,06/09/2022,06/30/2022,,,,,55,55,IN,"July 06, 2022 03:15 AM"
04/24/2022,VPB SrLoan2022,Summary of Investment Information (AIP Policy 2012),46453,https://disclosures.ifc.org/project-detail/SII/46453/vpb-srloan2022,,VIETNAM PROSPERITY JOINT STOCK COMMERCIAL BANK,Vietnam,VNM,Financial Institutions,FI-2,CF4S4 - Regional Industry - FIG Asia & Pac/FIG Inv Ops East Asia & Pacific,Pending,06/29/2022,06/29/2022,06/30/2022,,,,150,,150,VN,"July 06, 2022 03:15 AM"
04/22/2022,CAFSA SME-Climate Loan,Summary of Investment Information (AIP Policy 2012),46046,https://disclosures.ifc.org/project-detail/SII/46046/cafsa-sme-climate-loan,,CORPORACION CAFSA SA,Costa Rica,COS,Financial Institutions,FI-3,Regional Industry - FIG LAC,Pending,05/31/2022,06/08/2022,,,,,20,,20,CR,"July 06, 2022 03:15 AM"
04/22/2022,SLGP RSF NSIA Benin,Summary of Investment Information (AIP Policy 2012),45333,https://disclosures.ifc.org/project-detail/SII/45333/slgp-rsf-nsia-benin,Guarantee,NSIA Banque Benin,Benin,BEN,Financial Institutions,FI-2,CF3S1 - Regional Industry - FIG Africa/FIG Africa Wst & Cen,Pending,05/30/2022,,,,,10.54,,,10.54,,"July 06, 2022 03:15 AM"
04/21/2022,BOP Bailyk Finance,Summary of Investment Information (AIP Policy 2012),46695,https://disclosures.ifc.org/project-detail/SII/46695/bop-bailyk-finance,,MICROCREDIT COMPANY BAILYK FINANCE LLC,Kyrgyz Republic,KGZ,Financial Institutions,FI-3,Regional Industry FIG MCT,Pending,04/20/2022,06/09/2022,06/28/2022,,,,2.5,,2.5,KG,"July 06, 2022 03:15 AM"
04/21/2022,Visum REIT,Summary of Investment Information (AIP Policy 2012),45472,https://disclosures.ifc.org/project-detail/SII/45472/visum-reit,Loan,FONDO DE INVERSION COLECTIVA INMOBILIARIO VISUM RENTAS INMOBILIARIAS,Colombia,CLM,other,B,Regional Industry - MAS LAC,Pending,05/27/2022,05/27/2022,06/29/2022,,,,75.28,,75.28,CO,"July 06, 2022 03:15 AM"
04/21/2022,Circulate Capital Ocean Fund I-B,Summary of Investment Information (AIP Policy 2012),46593,https://disclosures.ifc.org/project-detail/SII/46593/circulate-capital-ocean-fund-i-b,,CIRCULATE CAPITAL OCEAN FUND I-B,World Region,WLD,Funds,FI-2,Disruptive Technologies and Funds,Pending,05/24/2022,06/10/2022,06/28/2022,,,,,5,5,99,"July 06, 2022 03:15 AM"
04/21/2022,VIB Housing Loan 2022,Summary of Investment Information (AIP Policy 2012),45929,https://disclosures.ifc.org/project-detail/SII/45929/vib-housing-loan-2022,,VIETNAM INTERNATIONAL COMMERCIAL JOINT STOCK BANK,Vietnam,VNM,Financial Institutions,FI-3,Regional Industry - FIG Asia & Pac,Pending,05/31/2022,06/29/2022,06/30/2022,,,,150,,150,VN,"July 06, 2022 03:15 AM"
04/21/2022,BOP Elet Capital,Summary of Investment Information (AIP Policy 2012),46697,https://disclosures.ifc.org/project-detail/SII/46697/bop-elet-capital,,MICROCREDIT COMPANY ELET-CAPITAL LLC,Kyrgyz Republic,KGZ,Financial Institutions,FI-3,Regional Industry FIG MCT,Pending,04/20/2022,06/09/2022,,,,,2.5,,2.5,KG,"July 06, 2022 03:15 AM"
04/20/2022,BOP IMON SL,Summary of Investment Information (AIP Policy 2012),43911,https://disclosures.ifc.org/project-detail/SII/43911/bop-imon-sl,Loan,CJSC MICROCREDIT DEPOSIT TAKING ORGANIZATION IMON INTERNATIONAL,Tajikistan,TJK,Financial Institutions,FI-3,Regional Industry FIG MCT,Pending,05/24/2022,05/26/2022,06/17/2022,,,,5,,5,TJ,"July 06, 2022 03:15 AM"
04/20/2022,"Exacta Asia Investment III, LP ",Summary of Investment Information (AIP Policy 2012),46625,https://disclosures.ifc.org/project-detail/SII/46625/exacta-asia-investment-iii-lp-,,"EXACTA ASIA INVESTMENT III, LP",East Asia and Pacific Region,EAP,Funds,FI-2,Disruptive Technologies and Funds,Pending,05/24/2022,,,,,,,,,EAP,"July 06, 2022 03:15 AM"
04/19/2022,Sudameris Loan,Summary of Investment Information (AIP Policy 2012),46124,https://disclosures.ifc.org/project-detail/SII/46124/sudameris-loan,Loan,SUDAMERIS BANK S.A.E.C.A.,Paraguay,PAR,Financial Institutions,FI-2,Regional Industry - FIG LAC,Pending,05/20/2022,05/20/2022,06/01/2022,,,,75,,75,PY,"July 06, 2022 03:15 AM"
04/18/2022,Santa Priscila,Summary of Investment Information (AIP Policy 2012),45680,https://disclosures.ifc.org/project-detail/SII/45680/santa-priscila,Loan,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.,Ecuador,ECU,Agribusiness and Forestry,B,Regional Industry - MAS LAC,Pending,05/20/2022,05/26/2022,06/27/2022,,,,45,,45,EC,"July 06, 2022 03:15 AM"
04/14/2022,WCS CR Zenith,Summary of Investment Information (AIP Policy 2012),45971,https://disclosures.ifc.org/project-detail/SII/45971/wcs-cr-zenith,,ZENITH BANK PLC,Nigeria,NIR,Financial Institutions,FI-2,Regional Industry - FIG Africa,Pending,05/11/2022,06/03/2022,06/17/2022,,,,250,,250,NG,"July 06, 2022 03:15 AM"
04/14/2022,VNGH ,Summary of Investment Information (AIP Policy 2012),45942,https://disclosures.ifc.org/project-detail/SII/45942/vngh-,Loan,VN GREEN HOLDINGS PTE. LTD.,Vietnam,VNM,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending,05/18/2022,05/16/2022,06/29/2022,,,,45,,45,VN,"July 06, 2022 03:15 AM"
04/14/2022,IHS Zambia COVID,Summary of Investment Information (AIP Policy 2012),44235,https://disclosures.ifc.org/project-detail/SII/44235/ihs-zambia-covid,Loan,IHS ZAMBIA LIMITED,Zambia,ZAM,"Telecommunications, Media, and Technology",B,Regional Industry - INF Africa,Active,12/18/2020,12/18/2020,12/23/2020,03/03/2021,,,75,,75,ZM,"July 06, 2022 03:15 AM"
04/13/2022,CIF-II,Summary of Investment Information (AIP Policy 2012),43399,https://disclosures.ifc.org/project-detail/SII/43399/cif-ii,,CREAEGIS INVESTMENT FUND-II,India,IND,Funds,FI-2,Disruptive Technologies and Funds,Pending,06/17/2022,06/16/2022,06/30/2022,,,,,25.25,25.25,IN,"July 06, 2022 03:15 AM"
04/12/2022,ESR India,Summary of Investment Information (AIP Policy 2012),44651,https://disclosures.ifc.org/project-detail/SII/44651/esr-india,,ESR INDIA INVESTMENT HOLDINGS PTE. LTD.,India,IND,other,B,Regional Industry - MAS Asia & Pac,Pending,05/13/2022,06/17/2022,,,,,99.13,,99.13,IN,"July 06, 2022 03:15 AM"
04/12/2022,M&J Garments,Summary of Investment Information (AIP Policy 2012),45821,https://disclosures.ifc.org/project-detail/SII/45821/m&j-garments,Loan,M&J Group (Garments),Bangladesh,BAN,Manufacturing,B,Regional Industry - MAS Asia & Pac,Pending,05/27/2022,05/27/2022,,,,,11.7,,11.7,BD,"July 06, 2022 03:15 AM"
04/12/2022,GTFP Natixis ALG,Summary of Investment Information (AIP Policy 2012),46268,https://disclosures.ifc.org/project-detail/SII/46268/gtfp-natixis-alg,,NATIXIS ALGERIE SPA,Algeria,ALG,Financial Institutions,FI-3,Regional Industry - FIG Africa,Pending,04/12/2022,11/11/2004,,,,,,,,DZ,"July 06, 2022 03:15 AM"
04/11/2022,ISC Seedstars ,Summary of Investment Information (AIP Policy 2012),44455,https://disclosures.ifc.org/project-detail/SII/44455/isc-seedstars-,,SEEDSTARS INTERNATIONAL LLC,World Region,WLD,Funds,FI-2,Disruptive Technologies and Funds,Pending,03/21/2022,04/04/2017,06/24/2022,,,,,30,30,99,"July 06, 2022 03:15 AM"
04/07/2022,SHTF Sec II,Summary of Investment Information (AIP Policy 2012),43916,https://disclosures.ifc.org/project-detail/SII/43916/shtf-sec-ii,Loan,SHTF SEC II SPV,India,IND,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Active,05/07/2022,05/19/2022,05/31/2022,06/10/2022,,,149.15,,149.15,IN,"July 06, 2022 03:15 AM"
04/01/2022,Kordsa Global,Summary of Investment Information (AIP Policy 2012),43902,https://disclosures.ifc.org/project-detail/SII/43902/kordsa-global,Loan,KORDSA TEKNIK TEKSTIL A.S.,Turkey,TUR,Manufacturing,B,Regional Industry MAS MCT,Active,02/28/2022,02/28/2022,03/31/2022,04/18/2022,,,110,,110,TR,"July 06, 2022 03:15 AM"
04/01/2022,Celsia Revolving WC,Summary of Investment Information (AIP Policy 2012),44027,https://disclosures.ifc.org/project-detail/SII/44027/celsia-revolving-wc,,CELSIA COLOMBIA S A E S P,Colombia,CLM,Infrastructure,A,Regional Industry - INF LAC,Pending,05/31/2022,06/08/2022,06/30/2022,,,,140,,140,CO,"July 06, 2022 03:15 AM"
03/31/2022,Fouta Cement Corporation,Summary of Investment Information (AIP Policy 2012),45066,https://disclosures.ifc.org/project-detail/SII/45066/fouta-cement-corporation,Loan,FOUTA CEMENT CORPORATION,Liberia,LIB,Manufacturing,B,Regional Industry - MAS Africa,Pending,05/23/2022,05/27/2022,06/14/2022,,,,5.4,,5.4,LR,"July 06, 2022 03:15 AM"
03/31/2022,GTLP MUFGECA Inc,Summary of Investment Information (AIP Policy 2012),46602,https://disclosures.ifc.org/project-detail/SII/46602/gtlp-mufgeca-inc,,MUFG ECA GTLP,Turkey,TUR,Financial Institutions,FI-2,Regional Industry FIG MCT,Pending,05/04/2022,06/22/2022,,,,,25,,25,TR,"July 06, 2022 03:15 AM"
03/31/2022,VLP Dry Port,Summary of Investment Information (AIP Policy 2012),45865,https://disclosures.ifc.org/project-detail/SII/45865/vlp-dry-port,Loan,"THANALENG DRY PORT SOLE CO.,LTD",Lao People's Democratic Republic,LAO,Infrastructure,B,Regional Industry - INF Asia & Pac,Pending,05/15/2022,05/10/2022,06/07/2022,,,,27,,27,LA,"July 06, 2022 03:15 AM"
03/30/2022,KV Asia II,Summary of Investment Information (AIP Policy 2012),46422,https://disclosures.ifc.org/project-detail/SII/46422/kv-asia-ii,Equity,"KV ASIA CAPITAL FUND II, LP",East Asia and Pacific Region,EAP,Funds,FI-2,Disruptive Technologies and Funds,Active,04/22/2022,05/20/2022,06/14/2022,06/29/2022,,,,28,28,EAP,"July 06, 2022 03:15 AM"
03/29/2022,RSE COVID GTST Mauritania,Summary of Investment Information (AIP Policy 2012),44257,https://disclosures.ifc.org/project-detail/SII/44257/rse-covid-gtst-mauritania,Loan,ADDAX ENERGY SA,Mauritania,MTA,Financial Institutions,B,CM3P6 - Regional Industry - MAS Africa/MAS Portf West/Ctrl/South Africa,Active,06/10/2020,06/10/2020,06/18/2020,06/23/2020,,,80,,80,MR,"July 06, 2022 03:15 AM"
03/29/2022,BOP PRASAC 2022,Summary of Investment Information (AIP Policy 2012),46267,https://disclosures.ifc.org/project-detail/SII/46267/bop-prasac-2022,,PRASAC MICROFINANCE INSTITUTION PLC,Cambodia,KAM,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Pending,05/16/2022,,,,,,,,,KH,"July 06, 2022 03:15 AM"
03/29/2022,Arrendamas,Summary of Investment Information (AIP Policy 2012),46095,https://disclosures.ifc.org/project-detail/SII/46095/arrendamas,,"ARRENDADORA Y SOLUCIONES DE NEGOCIOS, S.A.P.I. DE C.V., SOFOM. E.N.R.",Mexico,MXC,Financial Institutions,FI-2,Regional Industry - FIG LAC,Pending,05/13/2022,06/03/2022,,,,,51.05,,51.05,MX,"July 06, 2022 03:15 AM"
03/25/2022,DCM Red RealFIDC,Summary of Investment Information (AIP Policy 2012),45178,https://disclosures.ifc.org/project-detail/SII/45178/dcm-red-realfidc,Loan,Red Fundo de Investimento em Direitos Creditorios Real LP,Brazil,BRA,Funds,FI-2,Regional Industry - FIG LAC,Pending,04/25/2022,05/19/2022,,,,,97.19,,97.19,BR,"July 06, 2022 03:15 AM"
03/24/2022,Innova VII,Summary of Investment Information (AIP Policy 2012),46104,https://disclosures.ifc.org/project-detail/SII/46104/innova-vii,,INNOVA CAPITAL FUND VII,Poland,POL,Funds,FI-2,Disruptive Technologies and Funds,Pending,04/29/2022,06/06/2022,06/30/2022,,,,,88.06,88.06,PL,"July 06, 2022 03:15 AM"
03/24/2022,SLGP Agri Sogesol,Summary of Investment Information (AIP Policy 2012),45991,https://disclosures.ifc.org/project-detail/SII/45991/slgp-agri-sogesol,Guarantee,SLGP RSF Sogesol,Haiti,HAI,Financial Institutions,FI-2,CF1S7 - Regional Industry - FIG LAC/FIG Inv Ops - CLA,Pending,,,,,,3,,,3,HT,"July 06, 2022 03:15 AM"
03/23/2022,ISC VP Fund IV,Summary of Investment Information (AIP Policy 2012),46313,https://disclosures.ifc.org/project-detail/SII/46313/isc-vp-fund-iv,,VENTURES PLATFORMS LIMITED,Nigeria,NIR,Funds,FI-2,Disruptive Technologies and Funds,Pending,01/25/2022,06/01/2020,06/30/2022,,,,,30,30,NG,"July 06, 2022 03:15 AM"
03/22/2022,GTLP SMBC III,Summary of Investment Information (AIP Policy 2012),46357,https://disclosures.ifc.org/project-detail/SII/46357/gtlp-smbc-iii,Loan,Sumitomo Mitsui Banking corporation RSF,World Region,WLD,Financial Institutions,FI-3,"CFGPD - Global Industry, Financial Markets/Trade & Supply Chain, Products",Active,03/16/2022,,,,,,500,,500,99,"July 06, 2022 03:15 AM"
03/21/2022,DCM Mega SBond ,Summary of Investment Information (AIP Policy 2012),45878,https://disclosures.ifc.org/project-detail/SII/45878/dcm-mega-sbond-,Loan,"OPERADORA DE SERVICIOS MEGA, S.A. DE C.V. S.O.F.O.M. E.R.",Mexico,MXC,Financial Institutions,FI-2,Regional Industry - FIG LAC,Active,03/02/2022,03/02/2022,05/11/2022,05/16/2022,,,29.25,,29.25,MX,"July 06, 2022 03:15 AM"
03/21/2022,Contactar Loan,Summary of Investment Information (AIP Policy 2012),42868,https://disclosures.ifc.org/project-detail/SII/42868/contactar-loan,Loan,CORPORACION DE CREDITO CONTACTAR,Colombia,CLM,Financial Institutions,FI-3,Regional Industry - FIG LAC,Pending,04/20/2022,05/12/2022,,,,,15,,15,CO,"July 06, 2022 03:15 AM"
03/21/2022,RALFI IFN SA ROMANIA,Summary of Investment Information (AIP Policy 2012),45897,https://disclosures.ifc.org/project-detail/SII/45897/ralfi-ifn-sa-romania,Loan,RALFI IFN S.A,Romania,ROM,Financial Institutions,FI-3,Regional Industry - FIG - ECA,Pending,04/22/2022,05/26/2022,06/24/2022,,,,10.57,,10.57,RO,"July 06, 2022 03:15 AM"
03/18/2022,Demir MSME,Summary of Investment Information (AIP Policy 2012),45726,https://disclosures.ifc.org/project-detail/SII/45726/demir-msme,,Demir Kyrgyz International Bank CJSC,Kyrgyz Republic,KGZ,Financial Institutions,FI-2,Regional Industry FIG MCT,Pending,05/02/2022,06/22/2022,,,,,10,,10,KG,"July 06, 2022 03:15 AM"
03/17/2022,Airtel Africa,Summary of Investment Information (AIP Policy 2012),43749,https://disclosures.ifc.org/project-detail/SII/43749/airtel-africa,Loan,AIRTEL AFRICA PLC,Africa Region,AFR,"Telecommunications, Media, and Technology",B,Regional Industry - INF Africa,Pending,04/22/2022,05/10/2022,,,,,150,,150,3A,"July 06, 2022 03:15 AM"
03/14/2022,ISC-AVV,Summary of Investment Information (AIP Policy 2012),45019,https://disclosures.ifc.org/project-detail/SII/45019/isc-avv,,ASCEND VIETNAM VENTURES,Vietnam,VNM,Funds,FI-2,Disruptive Technologies and Funds,Pending,08/11/2021,04/04/2017,06/30/2022,,,,,30,30,VN,"July 06, 2022 03:15 AM"
03/14/2022,DCM Haier Leasing Social Bond,Summary of Investment Information (AIP Policy 2012),45674,https://disclosures.ifc.org/project-detail/SII/45674/dcm-haier-leasing-social-bond,Loan,"HAIER FINANCIAL SERVICES CHINA CO., LTD.",China,CHA,Financial Institutions,FI-2,Regional Industry - FIG Asia & Pac,Pending,04/15/2022,05/12/2022,06/01/2022,,,,100,,100,CN,"July 06, 2022 03:15 AM"
03/10/2022,FCSRE Vitas Palestine MSME Loan,Summary of Investment Information (AIP Policy 2012),45752,https://disclosures.ifc.org/project-detail/SII/45752/fcsre-vitas-palestine-msme-loan,Loan,VITAS PALESTINE,West Bank and Gaza,XOT,Financial Institutions,FI-2,Regional Industry FIG MCT,Pending,05/02/2022,05/27/2022,,,,,5,,5,GZ,"July 06, 2022 03:15 AM"
03/10/2022,DCM KMRC,Summary of Investment Information (AIP Policy 2012),45936,https://disclosures.ifc.org/project-detail/SII/45936/dcm-kmrc,Loan,KENYA MORTGAGE REFINANCE COMPANY,Kenya,KEN,Financial Institutions,FI-3,Regional Industry - FIG Africa,Active,02/17/2022,02/17/2022,02/22/2022,03/04/2022,,,36.97,,36.97,KE,"July 06, 2022 03:15 AM"
